controlled_company_number,controller_company_number,controller_name,notified_on,ceased_on,ceased,nature_of_control,legal_form,legal_authority,country_registered,place_registered,psc_kind,source_url,etag,depth_from_root
NI016109,NI040904,Eaga Ni Limited,2016-04-06,2018-11-16,true,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,Northern Ireland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/NI016109/persons-with-significant-control/corporate-entity/tlKCbN6zw_MjqCHOK7DX6ud5ilc,697a384acf64a6e5804e10b5ffd04b6c5e3e9e75,2
NI016109,NI040904,Eaga Ni Limited,2016-04-06,2018-11-16,true,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,Northern Ireland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/NI016109/persons-with-significant-control/corporate-entity/tlKCbN6zw_MjqCHOK7DX6ud5ilc,697a384acf64a6e5804e10b5ffd04b6c5e3e9e75,2
02997859,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02997859/persons-with-significant-control/corporate-entity/oqVS6L8Y367Pdg9BPd3rfsNR94Q,c7b2f15f22eb580ea6a7fb25a5b72489f52586fd,1
02997859,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02997859/persons-with-significant-control/corporate-entity/oqVS6L8Y367Pdg9BPd3rfsNR94Q,c7b2f15f22eb580ea6a7fb25a5b72489f52586fd,1
02997859,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02997859/persons-with-significant-control/corporate-entity/oqVS6L8Y367Pdg9BPd3rfsNR94Q,c7b2f15f22eb580ea6a7fb25a5b72489f52586fd,1
07251289,03787277,Carillion Nominees Limited,2017-05-01,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07251289/persons-with-significant-control/corporate-entity/Zf6IkwHRx-meyEQ7cJG37Rvn4XI,28155717cc1977bb8abd6dc6fb4ce0bf40f2e36e,2
07251289,03787277,Carillion Nominees Limited,2017-05-01,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07251289/persons-with-significant-control/corporate-entity/Zf6IkwHRx-meyEQ7cJG37Rvn4XI,28155717cc1977bb8abd6dc6fb4ce0bf40f2e36e,2
02508579,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02508579/persons-with-significant-control/corporate-entity/BWZZQ5hdJ10YKYaAipVEsTpXzHo,2f339ab52bf26ff39f1cf915cacec809fdf08d9f,1
02508579,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02508579/persons-with-significant-control/corporate-entity/BWZZQ5hdJ10YKYaAipVEsTpXzHo,2f339ab52bf26ff39f1cf915cacec809fdf08d9f,1
02508579,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02508579/persons-with-significant-control/corporate-entity/BWZZQ5hdJ10YKYaAipVEsTpXzHo,2f339ab52bf26ff39f1cf915cacec809fdf08d9f,1
03783019,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03783019/persons-with-significant-control/corporate-entity/8MjJOJCwxI9XrXi3fdWawHmmwew,e0ea2898841600cadcc34b305db87af3729abab9,1
03783019,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03783019/persons-with-significant-control/corporate-entity/8MjJOJCwxI9XrXi3fdWawHmmwew,e0ea2898841600cadcc34b305db87af3729abab9,1
03783019,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03783019/persons-with-significant-control/corporate-entity/8MjJOJCwxI9XrXi3fdWawHmmwew,e0ea2898841600cadcc34b305db87af3729abab9,1
03198709,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03198709/persons-with-significant-control/corporate-entity/YuXs9ss2IJEm8886fT6v0lcnjy8,90b5789f37434eadff904af782279fd88ae7de93,1
03198709,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03198709/persons-with-significant-control/corporate-entity/YuXs9ss2IJEm8886fT6v0lcnjy8,90b5789f37434eadff904af782279fd88ae7de93,1
03198709,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03198709/persons-with-significant-control/corporate-entity/YuXs9ss2IJEm8886fT6v0lcnjy8,90b5789f37434eadff904af782279fd88ae7de93,1
00728599,01521006,Carillion Utility Services Group Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00728599/persons-with-significant-control/corporate-entity/GuSJiOXO9jpVnoBV5j14cNn5KFs,4fadcdcb105a5c033fd4327bef46fcf92eeb133b,3
00728599,01521006,Carillion Utility Services Group Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00728599/persons-with-significant-control/corporate-entity/GuSJiOXO9jpVnoBV5j14cNn5KFs,4fadcdcb105a5c033fd4327bef46fcf92eeb133b,3
06506329,06506298,Inspiredspaces Nottingham (Psp1) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06506329/persons-with-significant-control/corporate-entity/Xi0bQDUl9zRoRxUTUpwSjxHBOGM,dbac586ca5bb5876547c27323eaed150253b57f7,4
06506329,06506298,Inspiredspaces Nottingham (Psp1) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06506329/persons-with-significant-control/corporate-entity/Xi0bQDUl9zRoRxUTUpwSjxHBOGM,dbac586ca5bb5876547c27323eaed150253b57f7,4
07155049,08113991,Amber Lep Investments Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07155049/persons-with-significant-control/corporate-entity/t63t0Q-mLlCJFEHcNRjJHbJouvY,5d2506a3b7121d17ffe8178e066e80f7d9705b27,3
07155049,08113991,Amber Lep Investments Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07155049/persons-with-significant-control/corporate-entity/t63t0Q-mLlCJFEHcNRjJHbJouvY,5d2506a3b7121d17ffe8178e066e80f7d9705b27,3
10027959,08084031,Ask Real Estate Limited,2016-04-06,2021-02-18,true,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/10027959/persons-with-significant-control/corporate-entity/HF1UJPjJvWiYIdnosW5nSS04G3Q,01172dff1ab9dafcc895a24523fdbca83dba8b48,3
10027959,08084031,Ask Real Estate Limited,2016-04-06,2021-02-18,true,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/10027959/persons-with-significant-control/corporate-entity/HF1UJPjJvWiYIdnosW5nSS04G3Q,01172dff1ab9dafcc895a24523fdbca83dba8b48,3
08404799,03858865,Carillion Energy Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08404799/persons-with-significant-control/corporate-entity/Bi5bmp9hlZOzyp7Esnv_fK6MeK0,ccbbad22581b12f04c05ca40af90a2b6e4eb9564,2
08404799,03858865,Carillion Energy Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08404799/persons-with-significant-control/corporate-entity/Bi5bmp9hlZOzyp7Esnv_fK6MeK0,ccbbad22581b12f04c05ca40af90a2b6e4eb9564,2
06569859,08113991,Amber Lep Investments Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06569859/persons-with-significant-control/corporate-entity/SYR7aaU99c9a6909wdA7zw7etRI,3e18275c363fb024cb4bb969b9f2fd4f88e8a767,3
06569859,08113991,Amber Lep Investments Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06569859/persons-with-significant-control/corporate-entity/SYR7aaU99c9a6909wdA7zw7etRI,3e18275c363fb024cb4bb969b9f2fd4f88e8a767,3
06569789,06569859,Inspiredspaces Tameside (Psp1) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06569789/persons-with-significant-control/corporate-entity/pcf0B66NOEmcNwHg8HRFg079pCg,40f47564ec39b98a119afb839af6612dc504257b,4
06569789,06569859,Inspiredspaces Tameside (Psp1) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06569789/persons-with-significant-control/corporate-entity/pcf0B66NOEmcNwHg8HRFg079pCg,40f47564ec39b98a119afb839af6612dc504257b,4
06569789,06569859,Inspiredspaces Tameside (Psp1) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06569789/persons-with-significant-control/corporate-entity/pcf0B66NOEmcNwHg8HRFg079pCg,40f47564ec39b98a119afb839af6612dc504257b,4
05753809,02997859,Carillion Private Finance Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05753809/persons-with-significant-control/corporate-entity/hd3dT17N1Tc17fuU0td9NC1XwAs,bd1ae7299c46d87b5a995fe79079fbc881518e76,2
05753809,02997859,Carillion Private Finance Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05753809/persons-with-significant-control/corporate-entity/hd3dT17N1Tc17fuU0td9NC1XwAs,bd1ae7299c46d87b5a995fe79079fbc881518e76,2
05753809,02997859,Carillion Private Finance Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05753809/persons-with-significant-control/corporate-entity/hd3dT17N1Tc17fuU0td9NC1XwAs,bd1ae7299c46d87b5a995fe79079fbc881518e76,2
01752119,00594581,Carillion Construction Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01752119/persons-with-significant-control/corporate-entity/k9bRkuXFB1OQnr3nCOK5GVp-8hA,120870050286490f89848f86706ed1ba6698a27b,2
01752119,00594581,Carillion Construction Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01752119/persons-with-significant-control/corporate-entity/k9bRkuXFB1OQnr3nCOK5GVp-8hA,120870050286490f89848f86706ed1ba6698a27b,2
01752119,00594581,Carillion Construction Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01752119/persons-with-significant-control/corporate-entity/k9bRkuXFB1OQnr3nCOK5GVp-8hA,120870050286490f89848f86706ed1ba6698a27b,2
